Control system performance for different ki values,,,,,,,
Ki,finalomega,overshoot,Risetime,settling_time,,,
0.5,191.13,20.18,0.0001184,NaN,,,
2,195.64,20.226,0.00011181,NaN,,,
4,198.31,20.277,0.00011178,0.1086,,,
6,199.35,20.328,0.00011174,0.072084,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,, 
